Country Name	Indicator Name	1990	1991	1992	1993	1994	1995	1996	1997	1998	1999	2000	2001	2002	2003	2004	2005	2006	2007	2008	2009	2010	2011	2012	2013
Argentina	Credit card, female (% age 15+)																						20.20312		
Armenia	Credit card, female (% age 15+)																						2.151689		
Aruba	Credit card, female (% age 15+)																								
Australia	Credit card, female (% age 15+)																						67.13805		
Austria	Credit card, female (% age 15+)																						35.76355		
Azerbaijan	Credit card, female (% age 15+)																						2.51264		
Bahamas, The	Credit card, female (% age 15+)																								
Bahrain	Credit card, female (% age 15+)																						8.308407		
Bangladesh	Credit card, female (% age 15+)																						0.1174349		
Barbados	Credit card, female (% age 15+)																								
Belarus	Credit card, female (% age 15+)																						8.374379		
Belgium	Credit card, female (% age 15+)																						46.18481		
Belize	Credit card, female (% age 15+)																								
Benin	Credit card, female (% age 15+)																						0.3276635		
Bermuda	Credit card, female (% age 15+)																								
Bhutan	Credit card, female (% age 15+)																								
Bolivia	Credit card, female (% age 15+)																						2.312885		
Bosnia and Herzegovina	Credit card, female (% age 15+)																						8.624833		
Botswana	Credit card, female (% age 15+)																						10.14982		
Brazil	Credit card, female (% age 15+)																						26.84258		
Brunei Darussalam	Credit card, female (% age 15+)																								
Bulgaria	Credit card, female (% age 15+)																						7.642534		
Burkina Faso	Credit card, female (% age 15+)																						1.194626		
Burundi	Credit card, female (% age 15+)																						0.5562564		
Cabo Verde	Credit card, female (% age 15+)																								
Cambodia	Credit card, female (% age 15+)																						0		
Cameroon	Credit card, female (% age 15+)																						0.630732		
Canada	Credit card, female (% age 15+)																						75.2384		
Caribbean small states	Credit card, female (% age 15+)																								
Cayman Islands	Credit card, female (% age 15+)																								
Central African Republic	Credit card, female (% age 15+)																						0.4868389		
Central Europe and the Baltics	Credit card, female (% age 15+)																								
Chad	Credit card, female (% age 15+)																						4.841365		
Channel Islands	Credit card, female (% age 15+)																								
Chile	Credit card, female (% age 15+)																						21.94937		
China	Credit card, female (% age 15+)																						7.064174		
Colombia	Credit card, female (% age 15+)																						7.251214		
Comoros	Credit card, female (% age 15+)																						0.547596		
Congo, Dem. Rep.	Credit card, female (% age 15+)																						0.9577256		
Congo, Rep.	Credit card, female (% age 15+)																						2.56812		
Costa Rica	Credit card, female (% age 15+)																						8.14897		
Cote d'Ivoire	Credit card, female (% age 15+)																								
Croatia	Credit card, female (% age 15+)																						33.16998		
Cuba	Credit card, female (% age 15+)																								
Curacao	Credit card, female (% age 15+)																								
Cyprus	Credit card, female (% age 15+)																						42.82663		
Czech Republic	Credit card, female (% age 15+)																						25.21701		
Denmark	Credit card, female (% age 15+)																						39.06321		
Djibouti	Credit card, female (% age 15+)																						3.495544		
Dominica	Credit card, female (% age 15+)																								
Dominican Republic	Credit card, female (% age 15+)																						13.49461		
East Asia & Pacific (all income levels)	Credit card, female (% age 15+)																						12.6007991434		
East Asia & Pacific (developing only)	Credit card, female (% age 15+)																						5.7889337951		
Ecuador	Credit card, female (% age 15+)																						7.741167		
Egypt, Arab Rep.	Credit card, female (% age 15+)																						0.8770972		
El Salvador	Credit card, female (% age 15+)																						3.504785		
Equatorial Guinea	Credit card, female (% age 15+)																								
Eritrea	Credit card, female (% age 15+)																								
Estonia	Credit card, female (% age 15+)																						29.98714		
Ethiopia	Credit card, female (% age 15+)																								
Euro area	Credit card, female (% age 15+)																						31.3740444732		
Europe & Central Asia (all income levels)	Credit card, female (% age 15+)																						23.0930439645		
Europe & Central Asia (developing only)	Credit card, female (% age 15+)																						12.1138641207		
European Union	Credit card, female (% age 15+)																						30.7796633486		
Faeroe Islands	Credit card, female (% age 15+)																								
Fiji	Credit card, female (% age 15+)																								
Finland	Credit card, female (% age 15+)																						60.65215		
Fragile and conflict affected situations	Credit card, female (% age 15+)																								
France	Credit card, female (% age 15+)																						32.72113		
French Polynesia	Credit card, female (% age 15+)																								
Gabon	Credit card, female (% age 15+)																						2.407033		
Gambia, The	Credit card, female (% age 15+)																								
Georgia	Credit card, female (% age 15+)																						10.10887		
Germany	Credit card, female (% age 15+)																						29.67693		
Ghana	Credit card, female (% age 15+)																						1.617572		
Greece	Credit card, female (% age 15+)																						13.0673		
Greenland	Credit card, female (% age 15+)																								
Grenada	Credit card, female (% age 15+)																								
Guam	Credit card, female (% age 15+)																								
Guatemala	Credit card, female (% age 15+)																						3.422454		
Guinea	Credit card, female (% age 15+)																						0.8485744		
Guinea-Bissau	Credit card, female (% age 15+)																								
Guyana	Credit card, female (% age 15+)																								
Haiti	Credit card, female (% age 15+)																						2.296638		
Heavily indebted poor countries (HIPC)	Credit card, female (% age 15+)																						1.5316125881		
High income	Credit card, female (% age 15+)																						46.0681225888		
High income: nonOECD	Credit card, female (% age 15+)																						33.5307004654		
High income: OECD	Credit card, female (% age 15+)																						46.9162939504		
Honduras	Credit card, female (% age 15+)																						3.655885		
Hong Kong SAR, China	Credit card, female (% age 15+)																						57.3432		
Hungary	Credit card, female (% age 15+)																						11.42643		
Iceland	Credit card, female (% age 15+)																								
India	Credit card, female (% age 15+)																						1.038708		
Indonesia	Credit card, female (% age 15+)																						0.3277563		
Iran, Islamic Rep.	Credit card, female (% age 15+)																						20.09839		
Iraq	Credit card, female (% age 15+)																						1.236172		
Ireland	Credit card, female (% age 15+)																						55.14499		
Isle of Man	Credit card, female (% age 15+)																								
Israel	Credit card, female (% age 15+)																						80.02277		
Italy	Credit card, female (% age 15+)																						22.87673		
Jamaica	Credit card, female (% age 15+)																						7.529772		
Japan	Credit card, female (% age 15+)																						63.15906		
Jordan	Credit card, female (% age 15+)																						2.089005		
Kazakhstan	Credit card, female (% age 15+)																						8.616769		
Kenya	Credit card, female (% age 15+)																						4.871792		
Kiribati	Credit card, female (% age 15+)																								
Korea, Dem. Rep.	Credit card, female (% age 15+)																								
Korea, Rep.	Credit card, female (% age 15+)																						59.45364		
Kosovo	Credit card, female (% age 15+)																						7.331342		
Kuwait	Credit card, female (% age 15+)																						53.4113		
Kyrgyz Republic	Credit card, female (% age 15+)																						0.9711472		
Lao PDR	Credit card, female (% age 15+)																						2.433466		
Latin America & Caribbean (all income levels)	Credit card, female (% age 15+)																						15.9915249478		
Latin America & Caribbean (developing only)	Credit card, female (% age 15+)																						15.9987176554		
Latvia	Credit card, female (% age 15+)																						21.34813		
Least developed countries: UN classification	Credit card, female (% age 15+)																						1.3918914125		
Lebanon	Credit card, female (% age 15+)																						4.282324		
Lesotho	Credit card, female (% age 15+)																						2.100093		
Liberia	Credit card, female (% age 15+)																						2.163768		
Libya	Credit card, female (% age 15+)																								
Liechtenstein	Credit card, female (% age 15+)																								
Lithuania	Credit card, female (% age 15+)																						11.81089		
Low & middle income	Credit card, female (% age 15+)																						5.5747137326		
Low income	Credit card, female (% age 15+)																						1.3199553133		
Lower middle income	Credit card, female (% age 15+)																						1.7422194509		
Luxembourg	Credit card, female (% age 15+)																						73.48582		
Macao SAR, China	Credit card, female (% age 15+)																								
Macedonia, FYR	Credit card, female (% age 15+)																						15.77614		
Madagascar	Credit card, female (% age 15+)																						0		
Malawi	Credit card, female (% age 15+)																						1.020144		
Malaysia	Credit card, female (% age 15+)																						9.923801		
Maldives	Credit card, female (% age 15+)																								
Mali	Credit card, female (% age 15+)																						0.1285493		
Malta	Credit card, female (% age 15+)																						48.06196		
Marshall Islands	Credit card, female (% age 15+)																								
Mauritania	Credit card, female (% age 15+)																						2.795473		
Mauritius	Credit card, female (% age 15+)																						7.898702		
Mexico	Credit card, female (% age 15+)																						9.143559		
Micronesia, Fed. Sts.	Credit card, female (% age 15+)																								
Middle East & North Africa (all income levels)	Credit card, female (% age 15+)																						5.4688284599		
Middle East & North Africa (developing only)	Credit card, female (% age 15+)																						1.4969020451		
Middle income	Credit card, female (% age 15+)																						6.0120545379		
Moldova	Credit card, female (% age 15+)																						2.105243		
Monaco	Credit card, female (% age 15+)																								
Mongolia	Credit card, female (% age 15+)																						2.168123		
Montenegro	Credit card, female (% age 15+)																						11.98946		
Morocco	Credit card, female (% age 15+)																						1.827953		
Mozambique	Credit card, female (% age 15+)																						3.679689		
Myanmar	Credit card, female (% age 15+)																								
Namibia	Credit card, female (% age 15+)																								
Nepal	Credit card, female (% age 15+)																						0		
Netherlands	Credit card, female (% age 15+)																						34.88884		
New Caledonia	Credit card, female (% age 15+)																								
New Zealand	Credit card, female (% age 15+)																						58.77287		
Nicaragua	Credit card, female (% age 15+)																						3.172894		
Niger	Credit card, female (% age 15+)																						0.5076047		
Nigeria	Credit card, female (% age 15+)																						0.8277354		
North America	Credit card, female (% age 15+)																						58.2524104977		
Northern Mariana Islands	Credit card, female (% age 15+)																								
Norway	Credit card, female (% age 15+)																								
OECD members	Credit card, female (% age 15+)																						42.4688490119		
Oman	Credit card, female (% age 15+)																						16.02348		
Other small states	Credit card, female (% age 15+)																								
Pacific island small states	Credit card, female (% age 15+)																								
Pakistan	Credit card, female (% age 15+)																						0.6066841		
Palau	Credit card, female (% age 15+)																								
Panama	Credit card, female (% age 15+)																						9.359649		
Papua New Guinea	Credit card, female (% age 15+)																								
Paraguay	Credit card, female (% age 15+)																						8.610762		
Peru	Credit card, female (% age 15+)																						9.53695		
Philippines	Credit card, female (% age 15+)																						3.959437		
Poland	Credit card, female (% age 15+)																						16.49197		
Portugal	Credit card, female (% age 15+)																						23.20239		
Puerto Rico	Credit card, female (% age 15+)																								
Qatar	Credit card, female (% age 15+)																						28.83304		
Romania	Credit card, female (% age 15+)																						12.37695		
Russian Federation	Credit card, female (% age 15+)																						8.389285		
Rwanda	Credit card, female (% age 15+)																						3.166584		
Samoa	Credit card, female (% age 15+)																								
San Marino	Credit card, female (% age 15+)																								
Sao Tome and Principe	Credit card, female (% age 15+)																								
Saudi Arabia	Credit card, female (% age 15+)																						6.313104		
Senegal	Credit card, female (% age 15+)																						0.6657643		
Serbia	Credit card, female (% age 15+)																						23.07924		
Seychelles	Credit card, female (% age 15+)																								
Sierra Leone	Credit card, female (% age 15+)																						1.579215		
Singapore	Credit card, female (% age 15+)																						37.26514		
Sint Maarten (Dutch part)	Credit card, female (% age 15+)																								
Slovak Republic	Credit card, female (% age 15+)																						19.20955		
Slovenia	Credit card, female (% age 15+)																						37.79636		
Small states	Credit card, female (% age 15+)																								
Solomon Islands	Credit card, female (% age 15+)																								
Somalia	Credit card, female (% age 15+)																						1.149323		
South Africa	Credit card, female (% age 15+)																						6.941228		
South Asia	Credit card, female (% age 15+)																						0.8996679607		
South Sudan	Credit card, female (% age 15+)																								
Spain	Credit card, female (% age 15+)																						39.40526		
Sri Lanka	Credit card, female (% age 15+)																						2.080943		
St. Kitts and Nevis	Credit card, female (% age 15+)																								
St. Lucia	Credit card, female (% age 15+)																								
St. Martin (French part)	Credit card, female (% age 15+)																								
St. Vincent and the Grenadines	Credit card, female (% age 15+)																								
Sub-Saharan Africa (all income levels)	Credit card, female (% age 15+)																						2.562907805		
Sub-Saharan Africa (developing only)	Credit card, female (% age 15+)																						2.562907805		
Sudan	Credit card, female (% age 15+)																						0.4975795		
Suriname	Credit card, female (% age 15+)																								
Swaziland	Credit card, female (% age 15+)																						12.38768		
Sweden	Credit card, female (% age 15+)																						50.31099		
Switzerland	Credit card, female (% age 15+)																								
Syrian Arab Republic	Credit card, female (% age 15+)																						3.200866		
Tajikistan	Credit card, female (% age 15+)																						1.085923		
Tanzania	Credit card, female (% age 15+)																						2.166811		
Thailand	Credit card, female (% age 15+)																						5.742827		
Timor-Leste	Credit card, female (% age 15+)																								
Togo	Credit card, female (% age 15+)																						0.6339956		
Tonga	Credit card, female (% age 15+)																								
Trinidad and Tobago	Credit card, female (% age 15+)																						13.09451		
Tunisia	Credit card, female (% age 15+)																						3.714488		
Turkey	Credit card, female (% age 15+)																						26.21922		
Turkmenistan	Credit card, female (% age 15+)																						0		
Turks and Caicos Islands	Credit card, female (% age 15+)																								
Tuvalu	Credit card, female (% age 15+)																								
Uganda	Credit card, female (% age 15+)																						1.742692		
Ukraine	Credit card, female (% age 15+)																						17.94522		
United Arab Emirates	Credit card, female (% age 15+)																						18.58172		
United Kingdom	Credit card, female (% age 15+)																						47.9698		
United States	Credit card, female (% age 15+)																						56.2529		
Upper middle income	Credit card, female (% age 15+)																						9.9472688236		
Uruguay	Credit card, female (% age 15+)																						29.62012		
Uzbekistan	Credit card, female (% age 15+)																						2.828076		
Vanuatu	Credit card, female (% age 15+)																								
Venezuela, RB	Credit card, female (% age 15+)																						5.238996		
Vietnam	Credit card, female (% age 15+)																						1.820265		
Virgin Islands (U.S.)	Credit card, female (% age 15+)																								
West Bank and Gaza	Credit card, female (% age 15+)																						1.227435		
World	Credit card, female (% age 15+)																						13.405074059		
Yemen, Rep.	Credit card, female (% age 15+)																						0		
Zambia	Credit card, female (% age 15+)																						3.736807		
Zimbabwe	Credit card, female (% age 15+)																						5.59257		
Afghanistan	Educational attainment, at least competed lower secondary, population 25+, female (%) (cumulative)																								
Albania	Educational attainment, at least competed lower secondary, population 25+, female (%) (cumulative)																						81.7732		
Algeria	Educational attainment, at least competed lower secondary, population 25+, female (%) (cumulative)																	20.8703							
American Samoa	Educational attainment, at least competed lower secondary, population 25+, female (%) (cumulative)																								
Andorra	Educational attainment, at least competed lower secondary, population 25+, female (%) (cumulative)																	49.4771							
Angola	Educational attainment, at least competed lower secondary, population 25+, female (%) (cumulative)																								
Antigua and Barbuda	Educational attainment, at least competed lower secondary, population 25+, female (%) (cumulative)																								
Arab World	Educational attainment, at least competed lower secondary, population 25+, female (%) (cumulative)																								
Argentina	Educational attainment, at least competed lower secondary, population 25+, female (%) (cumulative)														56.0585										
Armenia	Educational attainment, at least competed lower secondary, population 25+, female (%) (cumulative)												89.9703												
Aruba	Educational attainment, at least competed lower secondary, population 25+, female (%) (cumulative)																								
Australia	Educational attainment, at least competed lower secondary, population 25+, female (%) (cumulative)																							94.2782	
Austria	Educational attainment, at least competed lower secondary, population 25+, female (%) (cumulative)																								
Azerbaijan	Educational attainment, at least competed lower secondary, population 25+, female (%) (cumulative)																				93.7111				
Bahamas, The	Educational attainment, at least competed lower secondary, population 25+, female (%) (cumulative)											91.2257													
Bahrain	Educational attainment, at least competed lower secondary, population 25+, female (%) (cumulative)												56.9478												
Bangladesh	Educational attainment, at least competed lower secondary, population 25+, female (%) (cumulative)												22.0303												
Barbados	Educational attainment, at least competed lower secondary, population 25+, female (%) (cumulative)											78.59													
Belarus	Educational attainment, at least competed lower secondary, population 25+, female (%) (cumulative)																				87.002				
Belgium	Educational attainment, at least competed lower secondary, population 25+, female (%) (cumulative)																						77.5048		
Belize	Educational attainment, at least competed lower secondary, population 25+, female (%) (cumulative)																					76.4024			
Benin	Educational attainment, at least competed lower secondary, population 25+, female (%) (cumulative)													8.4298											
Bermuda	Educational attainment, at least competed lower secondary, population 25+, female (%) (cumulative)																								
Bhutan	Educational attainment, at least competed lower secondary, population 25+, female (%) (cumulative)																33.9564								
Bolivia	Educational attainment, at least competed lower secondary, population 25+, female (%) (cumulative)																							47.5834	
Bosnia and Herzegovina	Educational attainment, at least competed lower secondary, population 25+, female (%) (cumulative)																						44.8916		
Botswana	Educational attainment, at least competed lower secondary, population 25+, female (%) (cumulative)																								
Brazil	Educational attainment, at least competed lower secondary, population 25+, female (%) (cumulative)																						54.6415		
Brunei Darussalam	Educational attainment, at least competed lower secondary, population 25+, female (%) (cumulative)																								
Bulgaria	Educational attainment, at least competed lower secondary, population 25+, female (%) (cumulative)																							93.01	
Burkina Faso	Educational attainment, at least competed lower secondary, population 25+, female (%) (cumulative)																		0.9417						
Burundi	Educational attainment, at least competed lower secondary, population 25+, female (%) (cumulative)																								
Cabo Verde	Educational attainment, at least competed lower secondary, population 25+, female (%) (cumulative)																								
Cambodia	Educational attainment, at least competed lower secondary, population 25+, female (%) (cumulative)																				9.8542				
Cameroon	Educational attainment, at least competed lower secondary, population 25+, female (%) (cumulative)																								
Canada	Educational attainment, at least competed lower secondary, population 25+, female (%) (cumulative)																								
Caribbean small states	Educational attainment, at least competed lower secondary, population 25+, female (%) (cumulative)																								
Cayman Islands	Educational attainment, at least competed lower secondary, population 25+, female (%) (cumulative)																			90.1098					
Central African Republic	Educational attainment, at least competed lower secondary, population 25+, female (%) (cumulative)																								
Central Europe and the Baltics	Educational attainment, at least competed lower secondary, population 25+, female (%) (cumulative)																								
Chad	Educational attainment, at least competed lower secondary, population 25+, female (%) (cumulative)															1.6618									
Channel Islands	Educational attainment, at least competed lower secondary, population 25+, female (%) (cumulative)																								
Chile	Educational attainment, at least competed lower secondary, population 25+, female (%) (cumulative)																					73.2833			
China	Educational attainment, at least competed lower secondary, population 25+, female (%) (cumulative)																					58.6515			
Colombia	Educational attainment, at least competed lower secondary, population 25+, female (%) (cumulative)																						56.9204		
Comoros	Educational attainment, at least competed lower secondary, population 25+, female (%) (cumulative)																								
Congo, Dem. Rep.	Educational attainment, at least competed lower secondary, population 25+, female (%) (cumulative)																								
Congo, Rep.	Educational attainment, at least competed lower secondary, population 25+, female (%) (cumulative)																								
Costa Rica	Educational attainment, at least competed lower secondary, population 25+, female (%) (cumulative)																							50.7287	
Cote d'Ivoire	Educational attainment, at least competed lower secondary, population 25+, female (%) (cumulative)																								
Croatia	Educational attainment, at least competed lower secondary, population 25+, female (%) (cumulative)																						84.9893		
Cuba	Educational attainment, at least competed lower secondary, population 25+, female (%) (cumulative)													65.8384											
Curacao	Educational attainment, at least competed lower secondary, population 25+, female (%) (cumulative)																								
Cyprus	Educational attainment, at least competed lower secondary, population 25+, female (%) (cumulative)																							76.0061	
Czech Republic	Educational attainment, at least competed lower secondary, population 25+, female (%) (cumulative)																							99.8658	
Denmark	Educational attainment, at least competed lower secondary, population 25+, female (%) (cumulative)																							95.5429	
Djibouti	Educational attainment, at least competed lower secondary, population 25+, female (%) (cumulative)																								
Dominica	Educational attainment, at least competed lower secondary, population 25+, female (%) (cumulative)												29.6953												
Dominican Republic	Educational attainment, at least competed lower secondary, population 25+, female (%) (cumulative)																							55.5819	
East Asia & Pacific (all income levels)	Educational attainment, at least competed lower secondary, population 25+, female (%) (cumulative)																								
East Asia & Pacific (developing only)	Educational attainment, at least competed lower secondary, population 25+, female (%) (cumulative)																								
Ecuador	Educational attainment, at least competed lower secondary, population 25+, female (%) (cumulative)																					40.1151			
Egypt, Arab Rep.	Educational attainment, at least competed lower secondary, population 25+, female (%) (cumulative)																								
El Salvador	Educational attainment, at least competed lower secondary, population 25+, female (%) (cumulative)																							36.8159	
Equatorial Guinea	Educational attainment, at least competed lower secondary, population 25+, female (%) (cumulative)																								
Eritrea	Educational attainment, at least competed lower secondary, population 25+, female (%) (cumulative)																								
Estonia	Educational attainment, at least competed lower secondary, population 25+, female (%) (cumulative)																								
Ethiopia	Educational attainment, at least competed lower secondary, population 25+, female (%) (cumulative)																						7.7909		
Euro area	Educational attainment, at least competed lower secondary, population 25+, female (%) (cumulative)																								
Europe & Central Asia (all income levels)	Educational attainment, at least competed lower secondary, population 25+, female (%) (cumulative)																								
Europe & Central Asia (developing only)	Educational attainment, at least competed lower secondary, population 25+, female (%) (cumulative)																								
European Union	Educational attainment, at least competed lower secondary, population 25+, female (%) (cumulative)																								
Faeroe Islands	Educational attainment, at least competed lower secondary, population 25+, female (%) (cumulative)																								
Fiji	Educational attainment, at least competed lower secondary, population 25+, female (%) (cumulative)																		57.5154						
Finland	Educational attainment, at least competed lower secondary, population 25+, female (%) (cumulative)																								
Fragile and conflict affected situations	Educational attainment, at least competed lower secondary, population 25+, female (%) (cumulative)																								
France	Educational attainment, at least competed lower secondary, population 25+, female (%) (cumulative)																							78.0123	
French Polynesia	Educational attainment, at least competed lower secondary, population 25+, female (%) (cumulative)																								
Gabon	Educational attainment, at least competed lower secondary, population 25+, female (%) (cumulative)																								
Gambia, The	Educational attainment, at least competed lower secondary, population 25+, female (%) (cumulative)																								
Georgia	Educational attainment, at least competed lower secondary, population 25+, female (%) (cumulative)													89.6843											
Germany	Educational attainment, at least competed lower secondary, population 25+, female (%) (cumulative)																							96.2852	
Ghana	Educational attainment, at least competed lower secondary, population 25+, female (%) (cumulative)																					45.2002			
Greece	Educational attainment, at least competed lower secondary, population 25+, female (%) (cumulative)																					59.507			
Greenland	Educational attainment, at least competed lower secondary, population 25+, female (%) (cumulative)																								
Grenada	Educational attainment, at least competed lower secondary, population 25+, female (%) (cumulative)																								
Guam	Educational attainment, at least competed lower secondary, population 25+, female (%) (cumulative)																								
Guatemala	Educational attainment, at least competed lower secondary, population 25+, female (%) (cumulative)																							21.8942	
Guinea	Educational attainment, at least competed lower secondary, population 25+, female (%) (cumulative)																								
Guinea-Bissau	Educational attainment, at least competed lower secondary, population 25+, female (%) (cumulative)																								
Guyana	Educational attainment, at least competed lower secondary, population 25+, female (%) (cumulative)													33.2421											
Haiti	Educational attainment, at least competed lower secondary, population 25+, female (%) (cumulative)																								
Heavily indebted poor countries (HIPC)	Educational attainment, at least competed lower secondary, population 25+, female (%) (cumulative)																								
High income	Educational attainment, at least competed lower secondary, population 25+, female (%) (cumulative)																								
High income: nonOECD	Educational attainment, at least competed lower secondary, population 25+, female (%) (cumulative)																								
High income: OECD	Educational attainment, at least competed lower secondary, population 25+, female (%) (cumulative)																								
Honduras	Educational attainment, at least competed lower secondary, population 25+, female (%) (cumulative)																							27.9531	
Hong Kong SAR, China	Educational attainment, at least competed lower secondary, population 25+, female (%) (cumulative)																						72.2311		
Hungary	Educational attainment, at least competed lower secondary, population 25+, female (%) (cumulative)																							97.8899	
Iceland	Educational attainment, at least competed lower secondary, population 25+, female (%) (cumulative)																91.0046								
India	Educational attainment, at least competed lower secondary, population 25+, female (%) (cumulative)																								
Indonesia	Educational attainment, at least competed lower secondary, population 25+, female (%) (cumulative)																						39.8538		
Iran, Islamic Rep.	Educational attainment, at least competed lower secondary, population 25+, female (%) (cumulative)																							62.1896	
Iraq	Educational attainment, at least competed lower secondary, population 25+, female (%) (cumulative)																								
Ireland	Educational attainment, at least competed lower secondary, population 25+, female (%) (cumulative)																						80.5196		
Isle of Man	Educational attainment, at least competed lower secondary, population 25+, female (%) (cumulative)																								
Israel	Educational attainment, at least competed lower secondary, population 25+, female (%) (cumulative)																							84.3674	
Italy	Educational attainment, at least competed lower secondary, population 25+, female (%) (cumulative)																							71.249	
Jamaica	Educational attainment, at least competed lower secondary, population 25+, female (%) (cumulative)																								
Japan	Educational attainment, at least competed lower secondary, population 25+, female (%) (cumulative)																								
Jordan	Educational attainment, at least competed lower secondary, population 25+, female (%) (cumulative)																					69.4523			
Kazakhstan	Educational attainment, at least competed lower secondary, population 25+, female (%) (cumulative)																		99.2501						
Kenya	Educational attainment, at least competed lower secondary, population 25+, female (%) (cumulative)																					25.3475			
Kiribati	Educational attainment, at least competed lower secondary, population 25+, female (%) (cumulative)																								
Korea, Dem. Rep.	Educational attainment, at least competed lower secondary, population 25+, female (%) (cumulative)																								
Korea, Rep.	Educational attainment, at least competed lower secondary, population 25+, female (%) (cumulative)																					77.0471			
Kosovo	Educational attainment, at least competed lower secondary, population 25+, female (%) (cumulative)																								
Kuwait	Educational attainment, at least competed lower secondary, population 25+, female (%) (cumulative)																							55.6175	
Kyrgyz Republic	Educational attainment, at least competed lower secondary, population 25+, female (%) (cumulative)																				94.5189				
Lao PDR	Educational attainment, at least competed lower secondary, population 25+, female (%) (cumulative)																								
Latin America & Caribbean (all income levels)	Educational attainment, at least competed lower secondary, population 25+, female (%) (cumulative)																								
Latin America & Caribbean (developing only)	Educational attainment, at least competed lower secondary, population 25+, female (%) (cumulative)																								
Latvia	Educational attainment, at least competed lower secondary, population 25+, female (%) (cumulative)																							98.9123	
Least developed countries: UN classification	Educational attainment, at least competed lower secondary, population 25+, female (%) (cumulative)																								
Lebanon	Educational attainment, at least competed lower secondary, population 25+, female (%) (cumulative)																		53.0249						
Lesotho	Educational attainment, at least competed lower secondary, population 25+, female (%) (cumulative)																			21.8724					
Liberia	Educational attainment, at least competed lower secondary, population 25+, female (%) (cumulative)																								
Libya	Educational attainment, at least competed lower secondary, population 25+, female (%) (cumulative)																								
Liechtenstein	Educational attainment, at least competed lower secondary, population 25+, female (%) (cumulative)																								
Lithuania	Educational attainment, at least competed lower secondary, population 25+, female (%) (cumulative)																							89.1177	
Low & middle income	Educational attainment, at least competed lower secondary, population 25+, female (%) (cumulative)																								
Low income	Educational attainment, at least competed lower secondary, population 25+, female (%) (cumulative)																								
Lower middle income	Educational attainment, at least competed lower secondary, population 25+, female (%) (cumulative)																								
Luxembourg	Educational attainment, at least competed lower secondary, population 25+, female (%) (cumulative)																								
Macao SAR, China	Educational attainment, at least competed lower secondary, population 25+, female (%) (cumulative)																						66.0826		
Macedonia, FYR	Educational attainment, at least competed lower secondary, population 25+, female (%) (cumulative)													40.1601											
Madagascar	Educational attainment, at least competed lower secondary, population 25+, female (%) (cumulative)																								
Malawi	Educational attainment, at least competed lower secondary, population 25+, female (%) (cumulative)																								
Malaysia	Educational attainment, at least competed lower secondary, population 25+, female (%) (cumulative)																					65.0762			
Maldives	Educational attainment, at least competed lower secondary, population 25+, female (%) (cumulative)																	13.2945							
Mali	Educational attainment, at least competed lower secondary, population 25+, female (%) (cumulative)																						7.7281		
Malta	Educational attainment, at least competed lower secondary, population 25+, female (%) (cumulative)																							68.5535	
Marshall Islands	Educational attainment, at least competed lower secondary, population 25+, female (%) (cumulative)																								
Mauritania	Educational attainment, at least competed lower secondary, population 25+, female (%) (cumulative)																								
Mauritius	Educational attainment, at least competed lower secondary, population 25+, female (%) (cumulative)																						49.3686		
Mexico	Educational attainment, at least competed lower secondary, population 25+, female (%) (cumulative)																							55.6613	
Micronesia, Fed. Sts.	Educational attainment, at least competed lower secondary, population 25+, female (%) (cumulative)																								
Middle East & North Africa (all income levels)	Educational attainment, at least competed lower secondary, population 25+, female (%) (cumulative)																								
Middle East & North Africa (developing only)	Educational attainment, at least competed lower secondary, population 25+, female (%) (cumulative)																								
Middle income	Educational attainment, at least competed lower secondary, population 25+, female (%) (cumulative)																								
Moldova	Educational attainment, at least competed lower secondary, population 25+, female (%) (cumulative)																							93.6488	
Monaco	Educational attainment, at least competed lower secondary, population 25+, female (%) (cumulative)																								
Mongolia	Educational attainment, at least competed lower secondary, population 25+, female (%) (cumulative)																					85.2926			
Montenegro	Educational attainment, at least competed lower secondary, population 25+, female (%) (cumulative)																						84.1572		
Morocco	Educational attainment, at least competed lower secondary, population 25+, female (%) (cumulative)																								
Mozambique	Educational attainment, at least competed lower secondary, population 25+, female (%) (cumulative)																								
Myanmar	Educational attainment, at least competed lower secondary, population 25+, female (%) (cumulative)																								
Namibia	Educational attainment, at least competed lower secondary, population 25+, female (%) (cumulative)												26.5217												
Nepal	Educational attainment, at least competed lower secondary, population 25+, female (%) (cumulative)																								
Netherlands	Educational attainment, at least competed lower secondary, population 25+, female (%) (cumulative)																							87.6817	
New Caledonia	Educational attainment, at least competed lower secondary, population 25+, female (%) (cumulative)																								
New Zealand	Educational attainment, at least competed lower secondary, population 25+, female (%) (cumulative)																								
Nicaragua	Educational attainment, at least competed lower secondary, population 25+, female (%) (cumulative)																								
Niger	Educational attainment, at least competed lower secondary, population 25+, female (%) (cumulative)																								
Nigeria	Educational attainment, at least competed lower secondary, population 25+, female (%) (cumulative)																								
North America	Educational attainment, at least competed lower secondary, population 25+, female (%) (cumulative)																								
Northern Mariana Islands	Educational attainment, at least competed lower secondary, population 25+, female (%) (cumulative)																								
Norway	Educational attainment, at least competed lower secondary, population 25+, female (%) (cumulative)																						97.3627		
OECD members	Educational attainment, at least competed lower secondary, population 25+, female (%) (cumulative)																								
Oman	Educational attainment, at least competed lower secondary, population 25+, female (%) (cumulative)																			47.1899					
Other small states	Educational attainment, at least competed lower secondary, population 25+, female (%) (cumulative)																								
